loc_code,general_hh_inc_y1,general_hh_inc_y2,general_hh_inc_y3,general_hh_inc_y4,general_hh_inc_y5,single_hh_inc_y1,single_hh_inc_y2,single_hh_inc_y3,single_hh_inc_y4,single_hh_inc_y5,general_hh_ratio_y1,general_hh_ratio_y2,general_hh_ratio_y3,general_hh_ratio_y4,general_hh_ratio_y5,foreign_hh_inc_y1,foreign_hh_inc_y2,foreign_hh_inc_y3,foreign_hh_inc_y4,foreign_hh_inc_y5,foreign_hh_ratio_y1,foreign_hh_ratio_y2,foreign_hh_ratio_y3,foreign_hh_ratio_y4,foreign_hh_ratio_y5,demolished_apt_y1,demolished_apt_y2,demolished_apt_y3,demolished_apt_y4,demolished_apt_y5,general_household_apt,foreign_household_apt,demolished_apt_avg,natural_demand,multi_homeowner_inc_y1,multi_homeowner_inc_y2,multi_homeowner_inc_y3,local_buyer_ratio_y1,local_buyer_ratio_y2,local_buyer_ratio_y3,adj_price_y1,adj_price_y2,adj_price_y3,absorbed_supply_y1,absorbed_supply_y2,absorbed_supply_y3,nonlocal_buyer_ratio_y1,nonlocal_buyer_ratio_y2,nonlocal_buyer_ratio_y3,internal_invest_demand_3yr_wgt_y1,internal_invest_demand_3yr_wgt_y2,internal_invest_demand_3yr_wgt_y3,internal_investment_demand,external_investment_demand,investment_demand,single_and_foreign_hh_inc,single_foreign_own_occ_ratio,income_quintile,single_foreign_hh_growth_effective_demand,multi_hh_and_demolished_hh_inc,multi_demolished_own_occ_ratio,non_single_demolished_hh_growth_effective_demand,natural_apt_effective_demand,mibun_y4,unsold_level_adj_ratio,unsold_level_adj_invest_demand,apt_hh_over_threshold_mm,apt_hh_over_threshold_js,exclusive_area_upper_limit,own_hh_ratio,own_move_plan_yn,apt_owner_hh,rent_hh_ratio,rent_move_plan_yn,apt_renter_hh,nonapt_hh_ratio,nonapt_move_plan_yn,nonapt_price_adj,nonapt_move_demand,total_move_demand,general_hh_y1,general_hh_y2,general_hh_y3,general_hh_y4,general_hh_y5,general_hh_y6,single_hh_y1,single_hh_y2,single_hh_y3,single_hh_y4,single_hh_y5,single_hh_y6,general_hh_apt_inc_y1,general_hh_apt_inc_y2,general_hh_apt_inc_y3,general_hh_apt_inc_y4,general_hh_apt_inc_y5,general_hh_apt_inc_AVG,single_hh_apt_inc_y1,single_hh_apt_inc_y2,single_hh_apt_inc_y3,single_hh_apt_inc_y4,single_hh_apt_inc_y5,single_hh_apt_inc_AVG,general_hh_apt_demand_y1,general_hh_apt_demand_y2,general_hh_apt_demand_y3,general_hh_apt_demand_y4,general_hh_apt_demand_y5,general_hh_apt_inc,foreign_hh_y1,foreign_hh_y2,foreign_hh_y3,foreign_hh_y4,foreign_hh_y5,foreign_hh_y6,foreign_hh_apt_inc_y1,foreign_hh_apt_inc_y2,foreign_hh_apt_inc_y3,foreign_hh_apt_inc_y4,foreign_hh_apt_inc_y5,foreign_hh_apt_inc,demolished_apt_inc,multi_homeowner_y1,multi_homeowner_y2,multi_homeowner_y3,multi_homeowner_y4,avg_trade_price_y1,avg_trade_price_y2,avg_trade_price_y3,py_bprice_y1,py_bprice_y2,py_bprice_y3,internal_invest_demand_y1,internal_invest_demand_y2,internal_invest_demand_y3,internal_invest_demand,bqty_y1,bqty_y2,bqty_y3,mibun_y1,mibun_y2,mibun_y3,b_p_mi_y1,b_p_mi_y2,b_p_mi_y3,external_invest_demand_3yr_wgt_y1,external_invest_demand_3yr_wgt_y2,external_invest_demand_3yr_wgt_y3,external_invest_demand_y1,external_invest_demand_y2,external_invest_demand_y3,external_invest_demand,total_invest_demand,new_demand_volume,py_bprice_y3_34py,bprice_threshold_ratio,own_hh_apt_move_demand,py_bprice_y3_34py2,py_bprice_y3_34py2_55,rent_hh_apt_move_demand,apt_hh_ratio,sp_hh_ratio,mf_hh_ratio,nonapt_adj,interest_rate,repayment_y,LTV,DTI,py_bprice_y3*34,loan_level,monthly_repayment,annual_income,income_15_20m,income_20_25m,income_25_30m,income_30_40m,income_40_50m,income_50_60m,income_60_70m,income_70_100m,income_100m_over,single_and_foreign_demand,multi_and_demolished_demand,hh_increase_demand,internal_invest_demand2,external_invest_demand2,house_qty,mibun_y4_2,unsold_level_ratio,total_invest_demand_eff,effective_demand,supply_volume_3y,effective_demand_to_supply,demand_supply_grade,today
27710,1293.0,1206.0,411.0,112.0,-1241.0,2326.0,2632.0,1429.0,1183.0,925.0,0.75,0.75,0.76,0.76,0.77,-96.0,-17.0,210.0,201.0,207.0,0.24,0.23,0.25,0.27,0.27,0,0,0,0,0,1546,27,0,1573,10,631,103,0.62,0.59,0.59,,,,2,1,30,0.38,0.41,0.41,0.2,0.3,0.5,,,,1310.31,0.3,0.0,0,263.23,0.7,0,0,44,1.0,44.0,0,0,110,0.74,0.05,0,0.26,0.2,0,0.18,0.4,0.6,0,0,95751.0,99370.0,103208.0,105048.0,106343.0,106027.0,23243.0,25569.0,28201.0,29630.0,30813.0,31738.0,969.75,904.5,312.36,85.12,-955.57,263.23,1744.5,1974.0,1086.04,899.08,712.25,1283.17,2714.25,2878.5,1398.4,984.2,-243.32,1546.41,2227.0,2131.0,2114.0,2324.0,2525.0,2732.0,-23.04,-3.91,52.5,54.27,55.89,27.14,0.0,10927,10937,11568,11671,793.32,794.61,795.51,,,,,,,,34,0,0,43,75,74,77,75,74,0.2,0.3,0.5,,,,,,,,0.55,0.0,,,0.0,0.84,0.13,0.03,0.0,0.04,30.0,0.6,0.4,,,,,245.0,716.0,6913.0,11370.0,7780.0,7573.0,7306.0,17627.0,12914.0,0.0,0.0,0.0,,,91997,44,0.0004782764655369196821635488114,,0.0,11.33,,C,202607
27720,40.0,-244.0,131.0,567.0,-155.0,126.0,315.0,257.0,-809.0,95.0,0.05,0.05,0.05,0.05,0.05,2.0,-3.0,14.0,5.0,23.0,0.0,0.0,0.04,0.0,0.04,0,0,0,0,0,3,0,0,3,53,81,33,1.0,0.86,0.75,,,,0,0,0,0.0,0.14,0.25,0.2,0.3,0.5,,,,0.14,0.3,0.0,0,3.39,0.7,0,0,0,1.0,0.0,0,0,110,0.74,0.05,0,0.26,0.2,0,16.18,0.4,0.6,0,0,10560.0,10726.0,10797.0,11185.0,10943.0,10883.0,3985.0,4111.0,4426.0,4683.0,3874.0,3969.0,2.0,-12.2,6.55,28.35,-7.75,3.39,6.3,15.75,12.85,-40.45,4.75,-0.16,8.3,3.55,19.4,-12.1,-3.0,3.23,100.0,102.0,99.0,113.0,118.0,141.0,0.0,-0.0,0.56,0.0,0.92,0.3,0.0,1653,1706,1787,1820,794.75,802.72,810.69,,,,,,,,0,0,0,0,0,0,0,0,0,0.2,0.3,0.5,,,,,,,,0.55,0.0,,,0.0,0.06,0.88,0.04,0.0,0.04,30.0,0.6,0.4,,,,,,,151.0,212.0,106.0,84.0,79.0,132.0,96.0,0.0,0.0,0.0,,,1129,0,0,,0.0,0.0,,C,202607
28000,-352.0,5594.0,8386.0,10551.0,9711.0,26976.0,30816.0,20735.0,18886.0,16254.0,0.55,0.55,0.56,0.58,0.58,1562.0,1595.0,3227.0,3838.0,2433.0,0.15,0.15,0.15,0.16,0.16,965,748,1445,88,110,16622,392,671,17685,1705,5451,2262,0.55,0.57,0.57,0.68,0.71,0.72,14017,25189,20376,0.45,0.43,0.43,0.2,0.3,0.5,1254,6319,7573,13147.87,0.3,0.58,2288,4537.44,0.7,1842,4130,1927,1.0,1927.0,309795,104707,110,0.74,0.05,6648,0.26,0.2,3158,0.5,0.4,0.6,1177,10983,1120576.0,1147200.0,1183610.0,1212731.0,1242168.0,1268133.0,297865.0,324841.0,355657.0,376392.0,395278.0,411532.0,-193.6,3076.7,4696.16,6119.58,5632.38,3866.24,14836.8,16948.8,11611.6,10953.88,9427.32,12755.68,14643.2,20025.5,16307.76,17073.46,15059.7,16621.92,29040.0,30602.0,32197.0,35424.0,39262.0,41695.0,234.3,239.25,484.05,614.08,389.28,392.19,671.2,111518,113223,118674,120936,1346.62,1354.84,1362.48,1978.75,1897.33,1893.73,127.53,661.81,464.16,417.83,14793,25005,19217,2494,3270,3086,17287,28275,22303,0.2,0.3,0.5,857.84,2307.06,3154.2,2106.37,2524.2,20209.51,64400.0,0.55,6648.2,64400.0,35420.0,3157.96,0.66,0.09,0.25,4919.01,0.04,30.0,0.6,0.4,64000.0,38600.0,-184.28,5520.0,3600.0,9680.0,89237.0,127218.0,81892.0,75585.0,73400.0,177404.0,193218.0,2287.73,1842.2,4129.93,417.83,2106.37,1053613,1927,0.001828944783331261098714613430,2524.2,17640.85,19671.67,1.12,B,202607
28110,1685.0,1059.0,2436.0,1837.0,2130.0,2149.0,1701.0,2434.0,1920.0,2252.0,0.5,0.5,0.52,0.53,0.53,114.0,75.0,134.0,132.0,82.0,0.28,0.25,0.25,0.26,0.25,0,0,0,0,0,2029,28,0,2057,271,437,8,0.49,0.49,0.51,0.65,0.66,0.62,855,1655,2423,0.51,0.51,0.49,0.2,0.3,0.5,61,592,653,1108.17,0.3,0.62,206,948.25,0.7,412,618,33,1.0,33.0,17090,590,110,0.74,0.05,392,0.26,0.2,19,0.46,0.4,0.6,45,456,55660.0,59494.0,62254.0,67124.0,70881.0,75263.0,20952.0,23101.0,24802.0,27236.0,29156.0,31408.0,842.5,529.5,1266.72,973.61,1128.9,948.25,1074.5,850.5,1265.68,1017.6,1193.56,1080.37,1917.0,1380.0,2532.4,1991.21,2322.46,2028.61,1478.0,1592.0,1667.0,1801.0,1933.0,2015.0,31.92,18.75,33.5,34.32,20.5,27.8,0.0,5969,6240,6677,6685,1107.72,1107.92,1102.24,1705.83,1677.08,1772.21,17.26,42.4,1.26,20.31,311,1369,2409,877,333,47,1188,1702,2456,0.2,0.3,0.5,56.69,167.12,368.05,197.29,217.6,2274.01,60300.0,0.55,392.04,60300.0,33165.0,19.02,0.68,0.14,0.17,189.96,0.04,30.0,0.6,0.4,60000.0,36200.0,-172.82,5160.0,191.0,506.0,3983.0,6619.0,4943.0,4259.0,3981.0,10281.0,10479.0,206.12,411.54,617.66,20.31,197.29,54443,33,0.0006061385302059034219275205261,217.6,1291.91,1363.0,1.06,B,202607
28140,-395.0,-46.0,-844.0,422.0,-365.0,446.0,796.0,-71.0,515.0,78.0,0.54,0.57,0.6,0.65,0.66,19.0,12.0,14.0,34.0,3.0,0.36,0.38,0.37,0.42,0.43,0,0,0,0,0,65,6,0,71,-156,117,-69,0.41,0.41,0.42,,,,390,378,-41,0.59,0.59,0.58,0.2,0.3,0.5,,,,214.07,0.3,0.0,0,-142.5,0.7,0,0,41,1.0,41.0,0,0,110,0.74,0.05,0,0.26,0.2,0,0.56,0.4,0.6,0,0,25183.0,25234.0,25984.0,25069.0,26006.0,25719.0,6889.0,7335.0,8131.0,8060.0,8575.0,8653.0,-213.3,-26.22,-506.4,274.3,-240.9,-142.5,240.84,453.72,-42.6,334.75,51.48,207.64,27.54,427.5,-549.0,609.05,-189.42,65.13,338.0,357.0,369.0,383.0,417.0,420.0,6.84,4.56,5.18,14.28,1.29,6.43,0.0,2318,2162,2279,2210,933.59,930.64,930.76,,,,,,,,0,378,0,390,0,0,390,378,0,0.2,0.3,0.5,,,,,,,,0.55,0.0,,,0.0,0.63,0.22,0.13,0.0,0.04,30.0,0.6,0.4,,,,,64.0,203.0,2187.0,2763.0,1713.0,1719.0,1624.0,3592.0,2603.0,0.0,-0.0,0.0,,,21434,41,0.001912848744984603900345245871,,0.0,126.0,,C,202607
28185,6043.0,2532.0,-1160.0,2100.0,3056.0,4646.0,3181.0,-412.0,1220.0,1605.0,0.77,0.76,0.76,0.77,0.77,463.0,607.0,903.0,1275.0,326.0,0.17,0.15,0.14,0.14,0.15,160,0,0,0,0,3505,105,32,3642,-187,277,576,0.54,0.58,0.55,0.76,0.82,0.7,542,6035,1205,0.46,0.42,0.45,0.2,0.3,0.5,135,851,986,1676.14,0.3,0.56,282,1965.19,0.7,770,1052,92,1.0,92.0,55864,11251,110,0.74,0.05,1158,0.26,0.2,328,0.09,0.4,0.6,32,1518,130428.0,141117.0,146830.0,145258.0,148578.0,153239.0,30099.0,34745.0,37926.0,37514.0,38734.0,40339.0,4653.11,1924.32,-881.6,1617.0,2353.12,1933.19,3577.42,2417.56,-313.12,939.4,1235.85,1571.42,8230.53,4341.88,-1194.72,2556.4,3588.97,3504.61,5746.0,6209.0,6816.0,7719.0,8994.0,9320.0,78.71,91.05,126.42,178.5,48.9,104.72,32.0,18517,18330,18607,19183,1743.23,1758.44,1777.16,2292.08,2134.05,2544.29,-15.35,39.52,110.88,45.02,346,5999,1153,376,180,144,722,6179,1297,0.2,0.3,0.5,37.9,623.54,189.79,283.74,328.76,3970.09,86500.0,0.55,1157.5,86500.0,47575.0,327.63,0.91,0.03,0.06,135.53,0.04,30.0,0.6,0.4,87000.0,51900.0,-247.78,7440.0,272.0,774.0,7011.0,12745.0,9743.0,8986.0,9172.0,25730.0,44819.0,281.59,770.35,1051.94,45.02,283.74,133281,92,0.0006902709313405511663327856184,328.76,2898.36,2499.33,0.86,A,202607
28200,-1252.0,-1816.0,-2649.0,-3884.0,-2264.0,4969.0,5167.0,2627.0,2618.0,2113.0,0.59,0.59,0.59,0.59,0.6,144.0,130.0,326.0,337.0,278.0,0.13,0.14,0.14,0.15,0.14,0,122,270,0,0,664,34,78,776,-329,-119,-128,0.6,0.64,0.59,,,,0,8,8,0.4,0.36,0.41,0.2,0.3,0.5,,,,2102.93,0.3,0.0,0,-1326.2,0.7,0,0,3,1.0,3.0,0,0,110,0.74,0.05,0,0.26,0.2,0,0.44,0.4,0.6,0,0,203704.0,207421.0,210772.0,210750.0,209484.0,209333.0,54427.0,59396.0,64563.0,67190.0,69808.0,71921.0,-738.68,-1071.44,-1562.91,-2291.56,-1358.4,-1404.6,2931.71,3048.53,1549.93,1544.62,1267.8,2068.52,2193.03,1977.09,-12.98,-746.94,-90.6,663.92,4297.0,4441.0,4571.0,4897.0,5234.0,5512.0,18.72,18.2,45.64,50.55,38.92,34.41,78.4,18035,17706,17587,17459,1189.2,1190.99,1190.19,,,,,,,,0,0,0,19,19,11,19,19,11,0.2,0.3,0.5,,,,,,,,0.55,0.0,,,0.0,0.69,0.04,0.26,0.0,0.04,30.0,0.6,0.4,,,,,658.0,1875.0,17871.0,23466.0,14050.0,13033.0,12278.0,28542.0,27841.0,0.0,-0.0,0.0,,,181916,3,0.00001649112777325798720288484795,,0.0,0.0,,C,202607
28237,-3651.0,-1549.0,1380.0,582.0,1896.0,2684.0,4982.0,4016.0,2206.0,2806.0,0.53,0.54,0.55,0.57,0.57,432.0,337.0,458.0,672.0,695.0,0.12,0.13,0.14,0.16,0.16,185,0,104,40,0,1716,76,66,1858,33,856,645,0.53,0.55,0.55,0.58,0.58,0.58,105,466,4157,0.47,0.45,0.45,0.2,0.3,0.5,187,585,772,1911.39,0.3,0.42,241,-54.21,0.7,-16,225,103,1.0,103.0,32240,1172,110,0.74,0.05,501,0.26,0.2,26,0.49,0.4,0.6,62,589,194930.0,193963.0,197396.0,202792.0,205580.0,210282.0,50952.0,53636.0,58618.0,62634.0,64840.0,67646.0,-1935.03,-836.46,759.0,331.74,1080.72,-120.01,1422.52,2690.28,2208.8,1257.42,1599.42,1835.69,-512.51,1853.82,2967.8,1589.16,2680.14,1715.68,7048.0,7480.0,7817.0,8275.0,8947.0,9642.0,51.84,43.81,64.12,107.52,111.2,75.7,65.8,17221,17254,18110,18755,1359.82,1371.77,1378.89,2332.01,2376.88,2379.45,2.03,81.92,102.88,62.28,0,500,4174,157,52,86,157,552,4260,0.2,0.3,0.5,5.72,36.49,542.49,194.9,257.18,2114.36,80900.0,0.55,501.01,80900.0,44495.0,25.6,0.66,0.06,0.27,260.57,0.04,30.0,0.6,0.4,81000.0,48500.0,-231.55,6960.0,664.0,1701.0,16316.0,22553.0,14286.0,12953.0,12681.0,30107.0,28195.0,240.84,-15.94,224.9,62.28,194.9,173884,103,0.0005923489222700190931885624899,257.18,1071.23,1558.0,1.45,B,202607
28245,-1354.0,114.0,-849.0,-1863.0,-267.0,2128.0,3072.0,1800.0,735.0,1904.0,0.58,0.59,0.59,0.6,0.61,44.0,83.0,79.0,161.0,103.0,0.22,0.21,0.19,0.2,0.2,300,0,125,48,0,642,19,95,756,119,311,200,0.6,0.59,0.57,0.58,0.66,0.63,1604,4114,1594,0.4,0.41,0.43,0.2,0.3,0.5,81,624,705,1161.21,0.3,0.57,199,-405.33,0.7,-162,37,0,1.0,0.0,22022,8585,110,0.74,0.05,464,0.26,0.2,254,0.52,0.4,0.6,90,808,112858.0,113632.0,116818.0,117769.0,116641.0,118278.0,27494.0,29622.0,32694.0,34494.0,35229.0,37133.0,-785.32,67.26,-500.91,-1117.8,-162.87,-499.93,1234.24,1812.48,1062.0,441.0,1161.44,1142.23,448.92,1879.74,561.09,-676.8,998.57,642.3,1229.0,1273.0,1356.0,1435.0,1596.0,1699.0,9.68,17.43,15.01,32.2,20.6,18.98,94.6,10550,10669,10980,11180,1092.67,1097.52,1102.0,1893.88,1656.14,1738.95,8.28,36.33,35.91,26.84,1343,5529,179,261,0,1415,1604,5529,1594,0.2,0.3,0.5,74.43,333.97,215.91,208.1,234.94,990.82,59100.0,0.55,464.44,59100.0,32505.0,254.46,0.65,0.03,0.31,376.57,0.04,30.0,0.6,0.4,59000.0,35500.0,-169.48,5040.0,408.0,1155.0,10699.0,14584.0,8641.0,8302.0,7989.0,17401.0,14823.0,198.57,-161.73,36.84,26.84,208.1,109388,0,0,234.94,1081.06,2350.33,2.17,C,202607
28260,673.0,3614.0,9167.0,11709.0,3625.0,4518.0,5777.0,6337.0,7597.0,2902.0,0.58,0.59,0.6,0.63,0.64,230.0,47.0,418.0,591.0,409.0,0.15,0.16,0.15,0.17,0.17,0,320,765,0,0,6839,55,217,7111,1340,2885,-42,0.54,0.58,0.58,0.82,0.8,0.81,8447,8583,4489,0.46,0.42,0.42,0.2,0.3,0.5,510,2266,2776,3349.83,0.3,0.65,653,3760.89,0.7,1711,2364,979,1.0,979.0,87227,42062,110,0.74,0.05,2098,0.26,0.2,1422,0.43,0.4,0.6,363,3883,195663.0,200854.0,210245.0,225749.0,245055.0,251582.0,44281.0,48799.0,54576.0,60913.0,68510.0,71412.0,390.34,2132.26,5500.2,7376.67,2320.0,3543.89,2620.44,3408.43,3802.2,4786.11,1857.28,3294.89,3010.78,5540.69,9302.4,12162.78,4177.28,6838.79,4598.0,4828.0,4875.0,5293.0,5884.0,6293.0,34.5,7.52,62.7,100.47,69.53,54.94,217.0,20788,22128,25013,24971,1412.85,1418.4,1424.1,1719.28,1769.77,1764.3,118.67,401.59,-9.87,170.13,10067,7866,4316,249,1869,1152,10316,9735,5468,0.2,0.3,0.5,637.24,865.17,763.58,755.33,925.46,8036.19,60000.0,0.55,2097.81,60000.0,33000.0,1421.7,0.7,0.04,0.25,1499.82,0.04,30.0,0.6,0.4,60000.0,36000.0,-171.87,5160.0,718.0,1899.0,15969.0,24554.0,16571.0,15631.0,15768.0,39984.0,46234.0,653.22,1711.2,2364.42,170.13,755.33,223856,979,0.004373347151740404545779429633,925.46,7169.35,7416.33,1.03,B,202607
28177,-2407.0,1620.0,544.0,-369.0,1905.0,5075.0,4861.0,3285.0,1838.0,2193.0,0.38,0.4,0.41,0.43,0.45,133.0,316.0,838.0,575.0,493.0,0.14,0.15,0.15,0.16,0.17,320,306,181,0,110,1530,74,183,1787,359,315,821,0.54,0.55,0.61,0.62,0.62,0.61,2079,3836,5195,0.46,0.45,0.39,0.2,0.3,0.5,209,1058,1267,1472.9,0.3,0.52,230,314.39,0.7,114,344,676,1.0,676.0,29659,8189,110,0.74,0.05,571,0.26,0.2,221,0.95,0.4,0.6,181,973,166240.0,168908.0,175389.0,179218.0,180687.0,184785.0,51397.0,56472.0,61333.0,64618.0,66456.0,68649.0,-914.66,648.0,223.04,-158.67,857.25,130.99,1928.5,1944.4,1346.85,790.34,986.85,1399.39,1013.84,2592.4,1569.89,631.67,1844.1,1530.38,3930.0,4063.0,4379.0,5217.0,5792.0,6285.0,18.62,47.4,125.7,92.0,83.81,73.51,183.4,11956,12315,12630,13451,1114.67,1128.71,1141.44,1805.61,1806.67,1863.22,24.04,32.22,152.75,69.67,2726,3234,5661,165,812,210,2891,4046,5871,0.2,0.3,0.5,118.59,321.07,617.95,352.54,422.21,2209.5,63300.0,0.55,570.64,63300.0,34815.0,221.43,0.5,0.11,0.37,752.54,0.04,30.0,0.6,0.4,63000.0,38000.0,-181.42,5400.0,576.0,1470.0,14223.0,18486.0,11128.0,10041.0,9317.0,20556.0,17359.0,229.77,114.44,344.21,69.67,352.54,144148,676,0.004689624552543219468879207481,422.21,1739.1,3873.67,2.23,C,202607
28710,396.0,120.0,280.0,-7.0,66.0,383.0,669.0,363.0,127.0,324.0,0.07,0.07,0.07,0.07,0.08,-15.0,-2.0,39.0,35.0,16.0,0.03,0.03,0.03,0.04,0.03,0,0,0,0,0,39,1,0,40,176,296,162,0.73,0.73,0.67,0.61,0.57,0.57,-5,114,1346,0.27,0.27,0.33,0.2,0.3,0.5,84,132,216,27.28,0.3,0.68,6,12.1,0.7,6,12,0,1.0,0.0,379,10,110,0.74,0.05,10,0.26,0.2,0,10.57,0.4,0.6,25,35,27048.0,27827.0,28616.0,29259.0,29379.0,29769.0,7712.0,8095.0,8764.0,9127.0,9254.0,9578.0,27.72,8.4,19.6,-0.49,5.28,12.1,26.81,46.83,25.41,8.89,25.92,26.77,54.53,55.23,45.01,8.4,31.2,38.87,264.0,249.0,247.0,286.0,321.0,337.0,-0.45,-0.06,1.17,1.4,0.48,0.51,0.0,4616,4792,5088,5250,738.23,730.47,720.11,1209.01,1272.64,1272.64,15.67,36.95,30.93,27.85,0,130,1325,0,5,21,0,135,1346,0.2,0.3,0.5,-0.16,5.26,126.59,43.9,71.75,111.13,43300.0,0.55,9.54,43300.0,23815.0,0.35,0.08,0.72,0.18,104.56,0.04,30.0,0.6,0.4,43000.0,26000.0,-124.13,3720.0,41.0,82.0,882.0,1237.0,665.0,567.0,518.0,1069.0,760.0,5.57,5.76,11.33,27.85,43.9,9269,0,0,71.75,118.06,485.0,4.11,C,202607
28720,-90.0,-54.0,81.0,24.0,-71.0,-22.0,610.0,356.0,110.0,77.0,0.03,0.05,0.05,0.05,0.04,-2.0,-10.0,18.0,26.0,28.0,0.0,0.06,0.0,0.0,0.0,0,0,0,0,0,11,0,0,11,79,76,89,0.0,0.0,0.0,,,,0,0,0,1.0,1.0,1.0,0.2,0.3,0.5,,,,11.12,0.3,0.0,0,-0.6,0.7,0,0,0,1.0,0.0,0,0,110,0.74,0.05,0,0.26,0.2,0,12.88,0.4,0.6,0,0,8862.0,8750.0,9306.0,9743.0,9877.0,9883.0,3662.0,3640.0,4250.0,4606.0,4716.0,4793.0,-2.7,-2.7,4.05,1.2,-2.84,-0.6,-0.66,30.5,17.8,5.5,3.08,11.24,-3.36,27.8,21.85,6.7,0.24,10.65,112.0,110.0,100.0,118.0,144.0,172.0,-0.0,-0.6,0.0,0.0,0.0,-0.12,0.0,1548,1627,1703,1792,0.0,0.0,0.0,,,,,,,,0,0,0,0,0,0,0,0,0,0.2,0.3,0.5,,,,,,,,0.55,0.0,,,0.0,0.07,0.73,0.17,0.0,0.04,30.0,0.6,0.4,,,,,,,96.0,211.0,152.0,94.0,72.0,142.0,105.0,0.0,-0.0,0.0,,,1994,0,0,,0.0,0.0,,C,202607
29000,474.0,-1961.0,-1520.0,-3156.0,-2291.0,11584.0,18437.0,9079.0,7506.0,3240.0,0.67,0.67,0.67,0.68,0.69,203.0,751.0,1050.0,837.0,743.0,0.13,0.14,0.14,0.15,0.14,172,0,1178,2020,0,5559,102,674,6335,175,1169,823,0.59,0.6,0.58,0.52,0.53,0.53,9014,11883,1848,0.41,0.4,0.42,0.2,0.3,0.5,249,1346,1595,6808.96,0.3,0.6,1226,-474.31,0.7,-199,1027,1404,1.0,1404.0,102671,27415,110,0.74,0.05,2279,0.26,0.2,855,0.22,0.4,0.6,165,3299,587159.0,599217.0,615693.0,623252.0,627602.0,628551.0,182364.0,193948.0,212385.0,221464.0,228970.0,232210.0,317.58,-1313.87,-1018.4,-2146.08,-1580.79,-1148.31,7761.28,12352.79,6082.93,5104.08,2235.6,6707.34,8078.86,11038.92,5064.53,2958.0,654.81,5559.02,8501.0,8704.0,9455.0,10505.0,11342.0,12085.0,26.39,105.14,147.0,125.55,104.02,101.62,674.0,59222,59397,60566,61389,954.88,952.3,949.33,1849.18,1807.03,1807.03,10.74,111.52,126.5,82.92,9319,12529,2010,291,596,1242,9610,13125,3252,0.2,0.3,0.5,384.36,755.76,205.68,448.6,531.52,6866.16,61400.0,0.55,2279.3,61400.0,33770.0,855.35,0.81,0.14,0.04,688.89,0.04,30.0,0.6,0.4,61000.0,36900.0,-176.17,5280.0,1412.0,4374.0,38691.0,59343.0,38220.0,33764.0,32752.0,79608.0,90592.0,1225.61,-199.21,1026.4,82.92,448.6,485065,1404,0.002894457443847731747291600095,531.52,4857.9,7952.67,1.64,C,202607
29110,1059.0,541.0,577.0,199.0,-157.0,1375.0,1666.0,1073.0,1283.0,237.0,0.48,0.5,0.52,0.53,0.54,40.0,85.0,-26.0,53.0,89.0,0.03,0.03,0.04,0.03,0.04,0,0,0,0,0,792,2,0,794,10,410,117,0.32,0.38,0.42,0.69,0.65,0.65,726,5,431,0.68,0.62,0.58,0.2,0.3,0.5,47,150,197,573.36,0.3,0.67,115,219.91,0.7,103,218,0,1.0,0.0,12691,5394,110,0.74,0.05,315,0.26,0.2,188,0.48,0.4,0.6,58,561,44954.0,47388.0,49595.0,51245.0,52727.0,52807.0,17594.0,18969.0,20635.0,21708.0,22991.0,23228.0,508.32,270.5,300.04,105.47,-84.78,219.91,660.0,833.0,557.96,679.99,127.98,571.79,1168.32,1103.5,858.0,785.46,43.2,791.7,710.0,750.0,835.0,809.0,862.0,951.0,1.2,2.55,-1.04,1.59,3.56,1.57,0.0,4980,4990,5400,5517,1066.06,1059.3,1053.03,1542.86,1624.06,1624.06,0.44,30.38,15.97,15.6,815,0,293,54,143,138,869,143,431,0.2,0.3,0.5,68.13,0.6,81.24,49.99,65.59,858.86,55200.0,0.55,314.61,55200.0,30360.0,187.93,0.66,0.24,0.08,241.85,0.04,30.0,0.6,0.4,55000.0,33100.0,-158.02,4800.0,88.0,290.0,2599.0,3879.0,2643.0,2383.0,2167.0,5442.0,6618.0,115.25,103.14,218.39,15.6,49.99,34174,0,0,65.59,844.56,369.33,0.44,S,202607
